molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL19086,Cc1ccc(NC(=O)Nc2cc(C(C)(C)C)sc2C(=O)OC(C)C)cc1,741.0,active
CHEMBL18942,COC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(N)cc1,750.0,active
CHEMBL19057,COC(=O)c1c(NC(=O)Nc2cccc(Cl)c2Cl)cc(C(C)(C)C)n1C,387.0,active
CHEMBL18752,CCc1ccc(NC(=O)Nc2cc(C(C)(C)C)sc2C(=O)NC)cc1,119.0,active
CHEMBL18763,CCc1ccc(NC(=O)Nc2cc(C(C)(C)C)sc2C(=O)OC)cc1,660.0,active
CHEMBL18286,COC(=O)c1oc(C(C)(C)C)cc1NC(=O)Nc1ccc(F)cc1,210.0,active
CHEMBL278719,COC(=O)c1oc(C(C)(C)C)cc1NC(=O)Nc1ccc(C)cc1,73.0,active
CHEMBL18764,COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1ccc(C)cc1,33.0,active
CHEMBL18525,COC(=O)c1oc(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1Cl,32.0,active
CHEMBL278057,COC(=O)c1oc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cl)c(Cl)c1,1200.0,intermediate
CHEMBL278924,COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1cccc2ccccc12,12.0,active
CHEMBL417819,COC(=O)c1c(NC(=O)Nc2cccc3ccccc23)cc(C(C)(C)C)n1C,253.0,active
CHEMBL278668,COC(=O)COC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(C)cc1,5310.0,intermediate
CHEMBL18754,CNC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(C)cc1,34.0,active
CHEMBL18950,COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1Cl,6.0,active
CHEMBL280059,COC(=O)c1sc(N)cc1NC(=O)Nc1ccc(C)cc1,441.0,active
CHEMBL19148,COC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccccc1,290.0,active
CHEMBL19040,CNC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(C(C)C)cc1,270.0,active
CHEMBL277806,Cc1ccc(NC(=O)Nc2cc(C(C)(C)C)sc2C(=O)OCCO)cc1,57.0,active
CHEMBL18541,COC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(F)cc1,830.0,active
CHEMBL416543,CNC(=O)c1oc(C(C)(C)C)cc1NC(=O)Nc1ccc(C)cc1,32.0,active
CHEMBL18709,COC(=O)c1c(NC(=O)Nc2ccc(F)cc2)cc(C(C)(C)C)n1C,663.0,active
CHEMBL18771,COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1ccc(F)cc1,42.0,active
CHEMBL18908,CNC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1Cl,44.0,active
CHEMBL18852,COC(=O)c1c(NC(=O)Nc2ccc(C)cc2)cc(C(C)(C)C)n1C,400.0,active
CHEMBL278646,COCCOC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(C)cc1,464.0,active
CHEMBL18770,COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1ccccc1Cl,60.0,active
CHEMBL150894,CC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,10000.0,inactive
CHEMBL13868,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(Oc4ccccc4)cc3)n2)cc1,130.0,active
CHEMBL418348,CS(=O)(=O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,650.0,active
CHEMBL275200,CC(C)(C)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,79.0,active
CHEMBL264227,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(C(F)(F)F)cc3)n2)cc1,215.0,active
CHEMBL304227,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(CC(F)(F)F)n1,87.0,active
CHEMBL417804,COc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,25.0,active
CHEMBL275666,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(C(F)(F)F)c3)n2)cc1,132.0,active
CHEMBL14170,CN(C)C(=O)c1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,312.0,active
CHEMBL64031,COc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Cl)c2Cl)c1,35.0,active
CHEMBL62459,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)[nH]n1,44.0,active
CHEMBL291826,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Cl)c2Cl)cc1,53.0,active
CHEMBL291835,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(F)c2)n1,33.0,active
CHEMBL417079,CC(C)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,41.0,active
CHEMBL275271,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(Cl)c(Cl)c3)n2)cc1,165.0,active
CHEMBL14339,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cc(F)cc(F)c3)n2)cc1,209.0,active
CHEMBL61326,CCCCOC(=O)c1ccc(NC(=O)Nc2cc(C(C)(C)C)nn2C)cc1,290.0,active
CHEMBL428877,CCc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,7.4,active
CHEMBL14125,Oc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,20.0,active
CHEMBL273525,O=C(O)Cc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,119.0,active
CHEMBL303798,Cc1ccccc1-n1nc(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1Cl,43.0,active
CHEMBL13850,Cc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c(C)c1,6.0,active
CHEMBL13836,Cc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,15.0,active
CHEMBL61846,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(CCC#N)n1,180.0,active
CHEMBL65073,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2ccc(Cl)cc2)n1,42.0,active
CHEMBL275168,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(Cl)cc3)n2)cc1,114.0,active
CHEMBL63071,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2ccccc2)n1,30.0,active
CHEMBL64820,CC(C)c1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Cl)c2Cl)cc1,110.0,active
CHEMBL273611,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc4c(c3)OCO4)n2)cc1,23.0,active
CHEMBL273432,Oc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,6.6,active
CHEMBL14300,COc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,18.7,active
CHEMBL64432,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2ccccn2)n1,120.0,active
CHEMBL14682,Cc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,19.0,active
CHEMBL418657,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2ccc(S(C)(=O)=O)cc2)n1,32.0,active
CHEMBL277521,Cc1cccc(C)c1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,34.3,active
CHEMBL275724,NC(=O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,89.7,active
CHEMBL14014,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(F)c3)n2)cc1,95.0,active
CHEMBL13830,O=C(NN1CCNCC1)c1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,406.0,active
CHEMBL276014,O=C(Cc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1)NN1CCCCC1,453.0,active
CHEMBL268946,NC(=O)c1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,56.0,active
CHEMBL14026,O=C(O)CCc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,85.4,active
CHEMBL62943,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2ccc(N)cc2)n1,29.0,active
CHEMBL13972,N#Cc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,177.0,active
CHEMBL304256,CCOC(=O)Cn1nc(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1Cl,105.0,active
CHEMBL417255,Cc1cc(C)cc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,41.0,active
CHEMBL441793,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2ccc([N+](=O)[O-])cc2)n1,39.0,active
CHEMBL61735,CNC(=O)Cn1nc(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1Cl,250.0,active
CHEMBL14212,Cc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1C,15.2,active
CHEMBL13950,O=C(O)CCCc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,174.0,active
CHEMBL59876,CC(=O)Nc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Cl)c2Cl)c1,500.0,active
CHEMBL276576,Cc1ccc(C)c(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,10.7,active
CHEMBL14233,O=C(O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,82.0,active
CHEMBL278498,CCC(=O)Nc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,151.0,active
CHEMBL64041,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc([N+](=O)[O-])c2)n1,11.0,active
CHEMBL14228,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(OCc4ccccc4)cc3)n2)cc1,317.0,active
CHEMBL293644,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1cccc(-c2ccccc2)c1,797.0,active
CHEMBL14329,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccccc3F)n2)cc1,13.0,active
CHEMBL14187,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(-c4ccccc4)cc3)n2)cc1,60.0,active
CHEMBL14697,CNC(=O)c1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,75.0,active
CHEMBL14252,O=C(NN1CCCCC1)c1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,599.0,active
CHEMBL14763,Oc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,14.0,active
CHEMBL14478,COc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,15.7,active
CHEMBL62859,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1cc(Br)cc(Br)c1,325.0,active
CHEMBL303562,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)c(-c2ccccc2)s1,130.0,active
CHEMBL276094,CC(C)NC(=O)c1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,189.0,active
CHEMBL269450,Fc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,300.0,active
CHEMBL64040,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(N)c2)n1,13.0,active
CHEMBL64192,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(C(F)(F)F)c2)n1,56.0,active
CHEMBL62927,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(CCO)n1,130.0,active
CHEMBL14565,CC(=O)Nc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,134.0,active
CHEMBL13880,Cc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1C,21.6,active
CHEMBL434957,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)cc21,125.0,active
CHEMBL364572,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc21,4.9,active
CHEMBL192848,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]cnc3-c3ccccc3)cc21,4.2,active
CHEMBL192850,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]cnc3-c3ccc(F)cc3)cc21.CS(=O)(=O)O.CS(=O)(=O)O,4.3,active
CHEMBL191053,CCc1nc(-c2ccc(F)cc2)c(-c2ccc3nc(N)n(S(=O)(=O)C(C)C)c3c2)[nH]1.CS(=O)(=O)O,4.7,active
CHEMBL364925,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc3nc(N)n(S(=O)(=O)C(C)C)c3c2)[nH]1.CS(=O)(=O)O,4.5,active
CHEMBL193055,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3)cc21.CS(=O)(=O)O.CS(=O)(=O)O,15.9,active
CHEMBL363831,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3F)cc21.CS(=O)(=O)O,4.4,active
CHEMBL190514,CC(C)(C)c1nc(-c2ccc(F)cc2F)c(-c2ccc3nc(N)n(S(=O)(=O)C(C)(C)C)c3c2)[nH]1.CS(=O)(=O)O,4.8,active
CHEMBL192889,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(Cl)cccc4Cl)nc3-c3ccccc3)cc21.CS(=O)(=O)O,15.3,active
CHEMBL191113,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(C4CCNCC4)nc3-c3ccccc3)cc21,2.7,active
CHEMBL371145,CC(C)CN1CCC(c2nc(-c3ccc4nc(N)n(S(=O)(=O)C(C)C)c4c3)c(-c3ccccc3)[nH]2)CC1,5.5,active
CHEMBL193247,CS(=O)(=O)O.CS(=O)(=O)O.Nc1nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc2n1S(=O)(=O)C1CCCC1,19.9,active
CHEMBL363852,CN(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc21.CS(=O)(=O)O.CS(=O)(=O)O,22.8,active
CHEMBL193305,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3c(-c4ccc(F)cc4)ncn3C)cc21,20.7,active
CHEMBL371491,CCOCn1oc(=O)c(-c2ccc(F)cc2)c1-c1ccnc(Oc2ccccc2O)n1,460.0,active
CHEMBL197399,CCOCn1oc(=O)c(-c2ccc(F)cc2)c1-c1ccnc(Oc2cccc(O)c2)n1,520.0,active
CHEMBL436102,CCOCn1oc(=O)c(-c2ccc(F)cc2)c1-c1ccnc(N[C@@H](C)c2ccccc2)n1,84.0,active
CHEMBL366003,CCOCn1oc(=O)c(-c2ccc(F)cc2)c1-c1ccnc(N[C@H](C)c2ccccc2)n1,1700.0,intermediate
CHEMBL196369,O=CCn1oc(=O)c(-c2ccc(F)cc2)c1-c1ccnc(Oc2ccccc2)n1,48.0,active
CHEMBL366007,Fc1ccc(-c2ncoc2-c2ccncc2)cc1,1460.0,intermediate
CHEMBL195016,CC(C)n1c(=O)n(C)c2cc(-c3ocnc3-c3ccc(F)cc3)ccc21,30.0,active
CHEMBL196210,CC(C)n1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cc21,0.9,active
CHEMBL194322,CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12,5.0,active
CHEMBL198334,CCc1nc(-c2cccc(C)c2)c(-c2ccncc2)s1,15.0,active
CHEMBL371209,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(C)c2)s1,53.0,active
CHEMBL198922,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(F)c2)s1,94.0,active
CHEMBL197983,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(N)c2)s1,20.0,active
CHEMBL197776,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(Cl)c2)s1,240.0,active
CHEMBL371920,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(C)=O)c2)s1,26.0,active
CHEMBL199160,CCC(=O)Nc1cc(-c2sc(CC)nc2-c2cccc(C)c2)ccn1,8.8,active
CHEMBL197772,CCCC(=O)Nc1cc(-c2sc(CC)nc2-c2cccc(C)c2)ccn1,13.0,active
CHEMBL198383,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)C3CCCCC3)c2)s1,7.9,active
CHEMBL197581,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)Cc3ccccc3)c2)s1,5.6,active
CHEMBL194201,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)CCc3ccccc3)c2)s1,8.1,active
CHEMBL363648,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,7.1,active
CHEMBL194595,CCc1nc(-c2cccc(Cl)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,30.0,active
CHEMBL371188,CCc1nc(-c2ccccc2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,31.0,active
CHEMBL425909,CCc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,31.0,active
CHEMBL197517,CCc1nc(-c2cccc(C(F)(F)F)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,91.0,active
CHEMBL196386,CCc1nc(-c2ccccc2C)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,110.0,active
CHEMBL196247,CCc1nc(-c2ccc(C)cc2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,210.0,active
CHEMBL369936,CCc1nc(-c2cccc(OC)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,120.0,active
CHEMBL197753,CCc1nc(-c2ccc(OC)cc2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,130.0,active
CHEMBL383569,Cc1cccc(-c2nc(C)sc2-c2ccnc(NC(=O)c3ccccc3)c2)c1,13.0,active
CHEMBL197545,CCCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,13.0,active
CHEMBL196576,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NCc3ccccc3)c2)s1,6.7,active
CHEMBL196575,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NCCc3ccccc3)c2)s1,5.1,active
CHEMBL381864,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NCCCc3ccccc3)c2)s1,8.1,active
CHEMBL372384,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(N(C)C(=O)c3ccccc3)c2)s1,1000.0,active
CHEMBL197912,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC3CCCC3)c2)s1,3.0,active
CHEMBL370405,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(N3CCCC3)c2)s1,160.0,active
CHEMBL195942,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccncc2)c1,14.0,active
CHEMBL364441,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccnc(C)c2)c1,26.0,active
CHEMBL371716,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccnc(NC(=O)c3ccccc3)c2)c1,37.0,active
CHEMBL197799,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccnc(NC(=O)Cc3ccccc3)c2)c1,34.0,active
CHEMBL198323,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccnc(NCc3ccccc3)c2)c1,11.0,active
CHEMBL382103,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccnc(NCCc3ccccc3)c2)c1,9.1,active
CHEMBL328126,Fc1ccc(-c2cc(-c3ccc(Cl)cc3)[nH]c2-c2ccncc2)cc1,1400.0,intermediate
CHEMBL423781,O=C(O)c1ccc(-c2cc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,90.0,active
CHEMBL372082,COc1ccc(COC[C@@H]2CCc3nc(-c4ccc(F)cc4)c(-c4ccnc(N)n4)n32)cc1,295.0,active
CHEMBL198427,COc1ccc(COC[C@H]2CCc3nc(-c4ccc(F)cc4)c(-c4ccnc(N)n4)n32)cc1,116.0,active
CHEMBL383348,CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2[C@H](COCc2ccc(OC)cc2)CC3)n1,54.0,active
CHEMBL198261,CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2[C@@H](COCc2ccc(OC)cc2)CC3)n1,217.0,active
CHEMBL198756,CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2[C@H](CO)CC3)n1,28.0,active
CHEMBL383799,CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2[C@@H](CO)CC3)n1,31.0,active
CHEMBL383177,c1ccc(Nc2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,30.0,active
CHEMBL440566,Clc1ccccc1Nc1ccc2c(-c3ccccc3)[nH]nc2c1,18.0,active
CHEMBL254443,COc1ccccc1Nc1ccc2c(-c3ccccc3)n[nH]c2c1,46.0,active
CHEMBL197698,O=C(O)c1ccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)cc1,13.0,active
CHEMBL399167,CN(C)CCNC(=O)c1ccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)cc1,8.7,active
CHEMBL199136,NC(=O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,3.2,active
CHEMBL197613,O=C(O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,24.0,active
CHEMBL198687,O=C(NCCCN1CCOCC1)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,3.7,active
CHEMBL198821,CN(C)CCNC(=O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,16.0,active
CHEMBL194806,O=C(NC1CCNCC1)c1cccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,4.4,active
CHEMBL369989,CC1(C)C=C(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC(C)(C)N1,0.26,active
CHEMBL199435,CC(C)(C)N1CCC(Oc2cc(-c3ccc(F)cc3F)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,1.87,active
CHEMBL199707,CC(C)(C)N1CCC(Oc2cc(-c3ccccc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,1.6,active
CHEMBL200534,CC(C)(C)N1CCC(Oc2cc(-c3ccc(F)cc3F)c3ccc(=O)n(-c4c(F)cccc4F)c3c2)CC1,10.5,active
CHEMBL381201,CC(C)(C)N1CCC(Oc2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,7.1,active
CHEMBL199565,C[C@@H](C(=O)O)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,1.3,active
CHEMBL200018,C[C@H](C(=O)O)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,3.2,active
CHEMBL200047,CC(C)(C(=O)O)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,0.84,active
CHEMBL199632,COC(=O)C(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,6.7,active
CHEMBL199316,COC(=O)C(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,8.1,active
CHEMBL424666,CC(C)(C)N1CCC(c2cc3c(ccc(=O)n3-c3c(Cl)cccc3Cl)c(-c3ccccc3Cl)n2)CC1,1.4,active
CHEMBL199625,CC(C)(C)N1CCC(c2cc3c(ccc(=O)n3-c3c(Cl)cccc3Cl)c(-c3ccc(F)cc3F)n2)CC1,0.51,active
CHEMBL199291,CC(C)(C)N1CCC(c2cc3c(ccc(=O)n3-c3c(Cl)cccc3Cl)c(-c3ccc(F)cc3Cl)n2)CC1,0.38,active
CHEMBL199484,CC(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(F)cccc4F)c3c2)CC1,0.3,active
CHEMBL199680,CC(C)(C)N1CCC(c2cc(-c3ccccc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,0.1,active
CHEMBL199679,CC(C)(C)N1CCC(c2cc(-c3ccc(F)cc3F)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,0.14,active
CHEMBL381632,CC(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,0.31,active
CHEMBL199593,CC(C)(C)N1CC=C(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,1.15,active
CHEMBL380806,CC(C)N1C2CCC1CC(c1cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c1)C2,0.51,active
CHEMBL200093,CN1C2CCC1CC(c1cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c1)C2,0.61,active
CHEMBL199701,O=c1ccc2c(-c3ccc(F)cc3Cl)cc(C3CC4CCC(C3)N4)cc2n1-c1c(Cl)cccc1Cl,0.45,active
CHEMBL202676,CO[C@H]1CC[C@@H](C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)CC1,40.0,active
CHEMBL205078,O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1,199.0,active
CHEMBL203059,O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOCC1,251.0,active
